"Por cuarto año consecutivo, del 29 de septiembre al 02 de octubre, se celebrará Expo Dj Venezuela… https://t.co/XWwlfhmuO9",no
#28Sep Síntesis de las Artes Mayores. Formidable Colección de Arte del s. XX en la UCV https://t.co/JlA7QOPz5I,yes
Degusta infinidad de platos basados en la comida italiana y mediterránea @BocataBar https://t.co/ONTDdMtr0g https://t.co/nTZcQCAL7i,yes
¿Y si pasamos un rarto especial en @Lolarestaurante ?-&gt;https://t.co/KPt3TtP1A7 https://t.co/XpWj9kF5KK,no
Delicias gastronómicas en @madameblac &gt;&gt;https://t.co/m6a2Lt5u3i https://t.co/Sa3ihacfRM,no
@TripticoRest ofrece un ambiente muy moderno y agradable ideal para compartir una rica cena https://t.co/nnPTJ7ZLfF https://t.co/j9pK3EpqVi,no
Plaza Francia 😍 https://t.co/1oIV8C3UMd,yes
Este #30Sep @bandabner estrena “Alma Llanera Rockera” en @teatrex &gt;&gt;https://t.co/19kXMHTrcg https://t.co/4hfP3SXpO7,no
"En @sohopizzas puedes disfrutar 16 estilos de pizzas, entre ellas la pizza 'Soho” &gt;&gt;https://t.co/NHMStEmg9R https://t.co/64W6Ml61Zo",no
El sabor de la comida criolla se prepara con el modernismo y sofisticación de El Asador &gt;&gt;https://t.co/QFEuKUkFHQ https://t.co/wrpCmTV4wg,yes
"Servicio, comida y ambiente, estos son los tres aspectos fundamentales de @UnosGorditosAhi  ¡Toda una experiencia d… https://t.co/e5VjK0z96L",yes
En @mokambocafe te ofrecen Salpicón de mariscos y Lomo de Carite fresco &gt;https://t.co/PhP5PO53yK https://t.co/ngL8f0E1CM,yes
Uno de los sitios que podemos encontrar en La Plaza Bolívar es Bistro Libertador -&gt; https://t.co/xQORbFNZKI https://t.co/vJbV35GSCM,yes
Taller de Periodismo Musical por @williampadron y @HumbertoSanchez -&gt;https://t.co/FUtIypH0ti https://t.co/bZqfGXYnwq,no
#28Sep Síntesis de las Artes Mayores. Formidable Colección de Arte del s. XX en la UCV https://t.co/8VhrmeIz3a,no
Vamos a iniciar la semana con una taza de café https://t.co/faRNOkxBya,yes
Confía en la ciencia: protege tu corazón bebiendo una cerveza al día  :) @OktoberfestLM https://t.co/BvIfMLHEhj,yes
Hoy en @Escena8 #LosMaleteados https://t.co/eDQTCiMgRF,yes
@oceanico_rest resulta una de las mejores opciones para adentrarse en las delicias de la comida del mar &gt;&gt;… https://t.co/a2pXxKEOUh,yes
'No tienes idea' en @TEATREX de El Bosque https://t.co/OoVDkJKjvo,yes
'No tienes idea' en @TEATREX de El Bosque https://t.co/OoVDkJKjvo,no
'Eso que llaman amor' hoy en @trasnochocult https://t.co/tfw7hsmVDK,yes
Hoy #25Sep en @CineJardin proyectarán #EdificioRoyal,no
¿Y si pasamos un rarto especial en @Lolarestaurante ?-&gt;https://t.co/KPt3TtP1A7 https://t.co/ENd9EFxU6k,no
@cafechacao Encantador espacio ubicado en las instalaciones del @CculturalChacao -&gt;https://t.co/AdXZNC0Lom https://t.co/MR1qUuysRr,no
Uno de los sitios que podemos encontrar en La Plaza Bolívar es Bistro Libertador -&gt; https://t.co/xQORbFNZKI https://t.co/oxfjnMdgXT,yes
Hay muchas cosas que ver en @losgalpones -&gt;https://t.co/tTyh4uGFy8 https://t.co/hacDc6wLBE,no
"#ExperienciaPantone de Flavia Rainone (Paso peatonal Cinético, 2014) https://t.co/ZXaq81Oi6C",no
#28Sep Síntesis de las Artes Mayores. Formidable Colección de Arte del s. XX en la UCV https://t.co/ewWz9J5e2q,yes
No te puedes perder la @expogastronomia en la #PlazaSadel ¡Delicioso! https://t.co/kfxrkFAprY,no
Hoy #25Sep en @CineJardin proyectarán #EdificioRoyal https://t.co/FLZrB5Tz2a,no
Iniciamos el domingo con esta hermosa vista https://t.co/atXuMMiRJV,no
No te puedes perder la @expogastronomia en la #PlazaSadel ¡Delicioso! https://t.co/td7nZuDjAW,no
Clinic Tatto -&gt; https://t.co/YW7W6xLqow https://t.co/bySGRHSpEq,no
¿Y si nos vamos a @AltoBarCcs hoy? https://t.co/epBwN5kKUL,no
@noisettecaracas un discreto y acogedor sitio al más puro estilo parisino &gt;&gt;https://t.co/crufJgGL3t ☕️ https://t.co/nIWZDjvV2U,no
"La comedia de humor negro 'Cita a ciegas' llegó al teatro Sambil
",yes
#25Sep Exposición “El Bosque Encantado” de Luis Becerra inaugura en el Museo Alejandro Otero&gt;&gt;… https://t.co/NUb2qiMnrD,no
Desde el piso 59 de Las Torres de #ParqueCentral -&gt; https://t.co/SSKSD7gkb7 https://t.co/rvWcGSp2yQ,no
