'¡haz tu propia crema antiarrugas casera  👵      vía   demujer   ','no'
'la razón por la que debes siempre brindar con champagne     vía     ','no'
'cicpc  sicarios abatidos en la cañada mataban al que no pagaba vacuna  ','yes'
'#mipitazo en la redoma del sector  de trapichito los atracos son un mal cotidiano  ','no'
'fedecámaras  falta de datos oficiales del bcv distorsiona la economía  ','no'
'la alergia al semen ¿existe       vía   demujer   ','no'
'lo que debes saber para cuidar tus perfumes      vía     ','no'
'anna vaccarella trae su historia a maracaibo  ','no'
'“la validación es la primera etapa de un proceso que culminará en las elecciones regionales” …  ','no'
'actor danny glover se reunió con canciller delcy rodríguez en caracas  ','no'
'la mañana de este martes salió del aire el programa radial de opinión “a media mañana”  ','no'
'concejala dorkis castro aborda con sencamer irregularidades en cobro de impuestos    ','no'
'fedecámaras  falta de datos oficiales del bcv distorsiona la economía  ','no'
'hombre que mató a un mujer por encargo será ejecutado en texas  ','yes'
'el llamado a concurso de oposición que hizo la unellez  desde un principio estuvo lleno de irregularidades  ','no'
'¿ellos pueden retrasar su orgasmo      vía     ','no'
'felipa se colma de  alegría  este año 👜      vía   demujer   ','no'
'imágenes peloteros venezolanos muestran entusiasmo de cara al clásico mundial de béisbol  ','no'
'#barinas por alrededor de siete horas estuvo interrumpido el tránsito por la carretera nacional troncal   ','no'
'udistas levantan huelga de hambre sin poder revertir medida que impide cambio de carrera    ','no'
'venezuela rechaza informe de ee uu sobre derechos humanos  comunicado   ','no'
'cicpc  sicarios abatidos en la cañada mataban al que no pagaba vacuna  ','yes'
' tips para mejorar tu dicción al hablar 😃      vía   demujer   ','no'
'guía para salvar posibles desastres de boda     vía     ','no'
'persiste falta de medicinas e insumos en área de obstetricia del hospital de guaiparo    ','no'
'mujeres del mundo suman voluntades a paro mundial este  de marzo  ','no'
'#sucre en vp aseguran que gobierno nacional busca ilegalizar el partido  ','no'
'transportistas  el sector está en ruinas  es imposible prestar buenos servicios  ','no'
'una compañía se arriesga este año a lanzar una aplicación de mail que funcionará por suscripción llamada newtonmail  ','no'
'bebé de un mes requiere operación por cardiopatía congénita  ','no'
'pollo crujiente con sencilla técnica japonesa 🍗      vía   demujer   ','no'
'cómo sacarle los gases a tu bebé 👶      vía   demujer   ','no'
'dr seuss y sus frases célebres     vía     ','no'
'ernesto villegas  existe una persecución financiera contra venezuela y pdvsa  ','no'
'el profesor guevara está detenido por opinar  su abogado reclama que la aprehensión fue arbitraria y llena de vicios  ','yes'
'consejo de seguridad de onu condenó lanzamiento de misiles norcoreanos  ','no'
'mud pide más máquinas al cne para renovación de partidos  ','no'
'durante aproximadamente una hora  un grupo de afectos al sector oficialista mantuvieron retenido a radonski   ','no'
'aprende a engrasar las cerraduras     vía     ','no'
'jimmy kimmel nos dice qué pasó realmente en el oscar      vía   demujer   ','no'
'inician proceso ante la unesco para incluir al palabrero wayuu en la lista de patrimonios  ','no'
'julio borges recibió a una comisión de los familiares de los presos políticos  encabezada por lilian tintori  ','yes'
'con pistola en mano roban medicamentos antimaláricos en módulo de vista al sol    ','yes'
'chapecoense derrotó al zulia en el debut en la copa libertadores   ','no'
'tokio calcula  mil millones de dólares de impacto económico de juegos de   ','no'
'gonzález estuvo en la basílica de chiquinquirá para agradecer a la patrona de los zulianos por su libertad  ','no'
'alimentos que nunca deberías darle a tu mascota 🐶      vía   demujer   ','no'
'chile derrotó   a venezuela y se prende en el hexagonal final del sub   ','no'
'niños del barrio “el modelo” de maracaibo iniciarán programa musical  ','no'
'con la detención de cuatro personas se resolvió el caso de hurto de la reliquia de tres kilogramos de oro  ','yes'
'invitan a conferencia por el día de la mujer en la guajira  ','no'
'invitan a conferencia por el día de la mujer en la guajira  ','no'
'hace  años nació el pintor y escultor venezolano alejandro otero  ','no'
'trabajadores impidieron paso vehicular en cuatro avenidas principales en el centro de #cumana  ','no'
'púrpura  una enfermedad que destruye las plaquetas     vía     ','no'
' consejos que te ayudarán a perder masa muscular 💪      vía   demujer   ','no'
'nuevo canciller de brasil asegura que hay “escalada autoritaria” en venezuela  ','no'
' audio  ucab promueve el acercamiento a la política desde la academia    ','no'
'trump nominó a noel francisco como procurador general de estados unidos  #internacional  ','no'
'se extiende convocatoria para “corto teatro maracaibo ” en el camlb  ','no'
'según hanke  en la actualidad pdvsa produce    menos petróleo que en  cuando hugo chávez llegó al poder  ','no'
'eustoquio contreras  reglamento para renovar partidos es desastroso e inconstitucional  ','no'
'indiana jones vuelve a las salas de cine en el    ','no'
'jubilados de la empresa de telecomunicaciones cantv protestaron en la avenida libertador para exigir sus derechos  ','no'
'tips para prolongar el bronceado     vía     ','no'
'  iglesia  el ayuno de los monjes    ','no'
'venezolanos  que  participarán en el clásico con otros países  vía       ','no'
'venezolanos  que  participarán en el clásico con otros países  vía       ','no'
' josé manuel olivares  partidos opositores deben ponerse a la orden de la unidad  ','no'
' an solicitará lista de empresas que reciben divisas para importar medicinas    ','no'
'asesinaron  a  dos primos de reconocido futbolista argentino  vía       ','yes'
' vielma mora exigió aumentar la tarifa del servicio de agua en táchira   ','no'
' jax  el niño que decidió cortarse el cabello y parecerse a su mejor amigo   ','no'
'la emotiva celebración de chapecoense que dará la vuelta al mundo   vía     ','no'
' capturaron a sujeto por estafa a empresa de seguros    ','no'
'ocasiones que ameritan sexo candente 🔥    vía   demujer   ','no'
'tres abatidos al enfrentar al cicpc en santa bárbara del zulia  ','yes'
' jubilados y pensionados exigen pago de bono de alimentación y medicinas    ','no'
'karim  benzema  defendió a la bbc tras el partido ante napoli  vía       ','no'
' mud se blinda para garantizar participación de los partidos en elecciones    ','no'
' an solicitará al ivss que reconozca la fibromialgia como patologia    ','no'
' el nuevo herald  exiliados venezolanos denunciarán a chavistas millonarios en ee uu  ','yes'
' la fiscalía fortalece caso flores con nuevas evidencias  ','no'
'este  es  el calendario del clásico mundial    vía     ','no'
'arrestado sirio en guatemala con un pasaporte colombiano falso  #internacional  ','no'
'claves para tener la terraza soñada     vía   demujer   ','no'
'aprende a abrir una lata con una cuchara    vía     ','no'
'stefany hernández  tengo lo necesario para ser campeona olímpica en tokio   ','no'
' #serviciopúblico  elantan  ismo y o monocard  mg en caracas  favor comunicarse al    ','no'
' taller “crea tu propia voz en medios digitales” llega a el nacional    ','no'
' taller “crea tu propia voz en medios digitales” llega a el nacional    ','no'
' esto hizo un torero cuando le lanzaron la gorra del  f  ','no'
'#serviciopúblico paciente en postparto presenta tensión alta y requiere con urgencia nifedipina mg  contacto  ','yes'
' encuentran lagartija muerta en papitas de mcdonald s    ','no'
' vídeo   la  nueva vida del portero sobreviviente de chapecoense    vía     ','no'
' el error de tipeo de un empleado de amazon causó caída masiva de internet    ','no'
' ¿qué buscan mujeres y niños en el río guaire     ','no'
' delcy rodríguez calificó a brasil de vergüenza mundial  ','no'
'la emotiva celebración de chapecoense que dará la vuelta al mundo   vía      ','no'
' los  presidentes con más tiempo en el poder    ','no'
'mataron a adolescente zuliano en barranquilla  ','yes'
'despídete de la soltería con este trago ¡margarita rosa  🍹    vía   demujer   ','no'
' hombre enfurece a una modelo por manosearla en vivo    ','no'
'  foto  nacho inicia su carrera sin  chyno  y sorprende con su nuevo logo como solista  ','no'
'este es  el consejo que leo messi le dio a james rodríguez  vía       ','no'
'en imágenes así fue el choque entre el zulia fc y el chapecoense   ','no'
' erika schwarzgruber calificó a la bomba como un programa de  bajo presupuesto     ','yes'
'  el violador del facebook  grababa a sus víctimas en la casa del terror    ','yes'
'cuestionan cifras oficiales de distribución de bolsas clap  ','no'
' adriana azzi revela qué le deparan los astros esta semana    ','no'
' ¿cuántos jets privados hay en venezuela      ','no'
'triunfo de   sobre   en su estreno en nueva temporara    ','no'
'venezolanos que  participarán en el clásico con otros países  vía       ','no'
'    una joven venezolana que apuesta por el humor en tiempos  de crisis    ','no'
'    una joven venezolana que apuesta por el humor en tiempos  de crisis    ','no'
' venezuela es el séptimo país con más jets privados    ','no'
' el nuevo decreto de trump no afecta a los residentes permanentes de ee uu    ','no'
' una actriz venezolana habló mal sobre  la bomba  de televen    ','yes'
' nacho se pronunció sobre rumores de separación  ','no'
'arrancó la nueva temporada de la   en ciudad guayana con victoria de   sobre  …  ','no'
'evo morales será operado de nódulos en la garganta  ','no'
'menopausia  ¿cómo debes afrontarla     vía   demujer   ','no'
'cómo entretener a los niños en las bodas    vía     ','no'
'  exclusiva  el infierno de los “garimpeiros del guaire”  ','no'
'  chyno  miranda presenta adelanto de su nuevo trabajo como solista    ','no'
'asesinaron a  dos primos de reconocido futbolista argentino  vía       ','yes'
' el escándalo en el que está metido osmel sousa    ','no'
'la emotiva celebración de chapecoense que dará la  vuelta al mundo    vía     ','no'
' esto fue lo que dijo chino sobre nacho luego de la separación  ','no'
'karim benzema  defendió a la bbc tras el partido ante napoli  vía       ','no'
'este es  el calendario del clásico mundial    vía     ','no'
' nuevo presidente del tsj está casado con animadora de televen  ','no'
'¿qué es la separación de bienes  🏡    vía   demujer   ','no'
'seis recomendaciones para despertarte con ánimo  ','no'
'#guanare mitzy capriles sufrió este martes en la tarde un visible seguimiento por parte de funcionarios del sebin  ','no'
' una mujer sufre la  explosión  de un seno mientras le hacían un tatuaje  ','yes'
' inseguridad en el cementerio del este  ','no'
' vídeo  la  nueva vida del portero sobreviviente de chapecoense    vía     ','no'
'  video  esto fue lo que dijo la doctora nancy sobre maduro  ','no'
'udistas levantan huelga de hambre lsin poder revertir medida que impide cambio de carrera      ','no'
' los hombres que pasaron por la cama de shakira antes que piqué  ','no'
' los hombres que pasaron por la cama de shakira antes que piqué  ','no'
'  video  el espectacular baile de este jugador de la vinotinto que causa furor en internet  ','no'
'josé manuel olivares  ¿cómo vamos a celebrar que una cajita de captopril cueste  mil bolívares   ','no'
'ideas para revivir tus jeans    vía   demujer   ','no'
'ensalada con mango  aguacate y frutos secos    vía     ','no'
'consejo de seguridad de onu condenó lanzamiento de misiles norcoreanos  #internacional  ','no'
'silva guzmán  en carabobo la arremetida del régimen ha sido brutal  #economía  ','no'
'#serviciopúblico urgente paciente hipertensa requiere   ','no'
'#serviciopúblico urgente paciente hipertensa requiere   ','no'
'comisiones de la policía de #miranda se presentaron al sitio para auxiliar al gobernador y dirigente del partido pj  ','no'
' revelan detalles de la enfermedad que padece brad pitt  ','no'
'¿sabías que puedes curar padecimientos al hacer el amor con frecuencia         ','no'
'este  es  el consejo que leo messi le dio a james rodríguez  vía       ','no'
'udistas levantan huelga de hambre luego de  horas sin poder revertir medida que impide cambio de carrera …  ','no'
' médicos venezolanos denuncian trato injusto y discriminatorio en chile  ','yes'
'  el violador del facebook  grababa a sus víctimas en la casa del terror  ','yes'
' estas fueron las últimas palabras del colombiano ejecutado en china  ','no'
' entrevista a los ganadores del festival    por    ','no'
'venezolanos  que  participarán en el clásico con otros países  vía       ','no'
' por qué los venezolanos eligen cada vez más vivir en argentina  ','no'
'la  emotiva  celebración de chapecoense que dará la vuelta al mundo   vía     ','no'
' mataron a adolescente con escopeta para robarle anillos de plata y esclava    ','yes'
' cuáles son los  países que tienen más inmigrantes que población local    ','no'
' cuál es la comida favorita de los alemanes  y no son las salchichas     ','no'
'deliciosas bombas con crema pastelera de limón     vía   demujer   ','yes'
'reportaje   la competitiva y muy lucrativa industria de los videojuegos móviles  ','no'
'“este martes presentaremos una apelación al auto de la detención  con lo que pediremos que sea revocada la medida  ','yes'
' piden investigar a chavistas con dinero irregular en estados unidos   ','no'
' el trágico final de las gemelas martha young williams y jean young haley    ','no'
' secretario de vivienda de ee uu  “los esclavos también eran inmigrantes”    ','no'
' secretario de vivienda de ee uu  “los esclavos también eran inmigrantes”    ','no'
'asesinaron  a  dos primos de reconocido futbolista argentino  vía       ','yes'
' julio borges  el gobierno somete al pueblo con hambre y miseria    ','no'
' rescataron a joven secuestrada por violador que conoció en facebook  ','no'
'capriles  gobierno de maduro preparan mí inhabilitación  #nacional  ','no'
'  empleados evitan la jubilación    ','no'
' alicia machado   ee uu está comprobando que todo lo que dije de trump era cierto     ','no'
' discusión de contrato colectivo excluye a la fapuv y a otras agrupaciones    ','no'
'video   “bandidos de un solo brazo”  ejemplo de superación deportiva  ','no'
' josé francisco d’angelo fue el más destacado con cuatro victorias    ','no'
' carnaval de río de janeiro batió su récord de público con casi  millones    ','no'
' assange  “chávez tuvo el papel más importante en el escenario global”    ','no'
'karim  benzema  defendió a la bbc tras el partido ante napoli  vía       ','no'
